request_id,client_id,tenant_id,slo_class,vllm_priority,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason
203,sheddable,,sheddable,6,,0,,0,true,912,142,0,0,0,0,0,,0,916,19854190,1780945792563605,1780945792760558,1780945797614532,143,ok,,length
214,sheddable,,sheddable,6,,0,,0,true,654,141,0,0,0,0,0,,0,679,21038357,1780945793747467,1780945793832277,1780945798325552,142,ok,,length
206,sheddable,,sheddable,6,,0,,0,true,1218,191,0,0,0,0,0,,0,1230,20039716,1780945792749403,1780945792947825,1780945798849447,192,ok,,length
202,critical,,critical,0,,0,,0,true,1485,236,0,0,0,0,0,,0,1463,19756722,1780945792466444,1780945792707488,1780945800581440,237,ok,,length
211,critical,,critical,0,,0,,0,true,1141,220,0,0,0,0,0,,0,1107,20737645,1780945793446463,1780945793570070,1780945801374207,221,ok,,length
207,sheddable,,sheddable,6,,0,,0,true,758,246,0,0,0,0,0,,0,780,20304178,1780945793013223,1780945793122684,1780945802115573,247,ok,,length
212,critical,,critical,0,,0,,0,true,1229,232,0,0,0,0,0,,0,1239,20784049,1780945793493571,1780945793694496,1780945802157224,233,ok,,length
201,sheddable,,sheddable,6,,0,,0,true,1029,264,0,0,0,0,0,,0,1015,19707818,1780945792416900,1780945792660042,1780945802493043,265,ok,,length
218,sheddable,,sheddable,6,,0,,0,true,1285,227,0,0,0,0,0,,0,1296,21320155,1780945794029242,1780945794265722,1780945802640528,228,ok,,length
223,sheddable,,sheddable,6,,0,,0,true,831,214,0,0,0,0,0,,0,848,22156385,1780945794865588,1780945794947474,1780945802863093,215,ok,,length
200,critical,,critical,0,,0,,0,true,535,284,0,0,0,0,0,,0,524,19662612,1780945792371764,1780945792520418,1780945802905277,285,ok,,length
234,sheddable,,sheddable,6,,0,,0,true,1346,170,0,0,0,0,0,,0,1316,23547828,1780945796257008,1780945796422012,1780945802988537,171,ok,,length
213,sheddable,,sheddable,6,,0,,0,true,709,269,0,0,0,0,0,,0,697,20813768,1780945793522560,1780945793720701,1780945803271331,270,ok,,length
209,critical,,critical,0,,0,,0,true,637,284,0,0,0,0,0,,0,651,20529879,1780945793239445,1780945793343111,1780945803418861,285,ok,,length
222,critical,,critical,0,,0,,0,true,1236,241,0,0,0,0,0,,0,1241,21986522,1780945794695703,1780945794806661,1780945803419140,242,ok,,length
239,sheddable,,sheddable,6,,0,,0,true,869,178,0,0,0,0,0,,0,894,23941964,1780945796650932,1780945796864040,1780945803682487,179,ok,,length
205,sheddable,,sheddable,6,,0,,0,true,840,303,0,0,0,0,0,,0,847,20023190,1780945792732564,1780945792875948,1780945803744513,304,ok,,length
208,sheddable,,sheddable,6,,0,,0,true,902,293,0,0,0,0,0,,0,890,20429755,1780945793138652,1780945793248130,1780945803797949,294,ok,,length
252,sheddable,,sheddable,6,,0,,0,true,1505,175,0,0,0,0,0,,0,1528,24663452,1780945797372992,1780945797512981,1780945804046381,176,ok,,length
238,critical,,critical,0,,0,,0,true,896,191,0,0,0,0,0,,0,885,23941847,1780945796650909,1780945796863107,1780945804290159,192,ok,,length
220,sheddable,,sheddable,6,,0,,0,true,1011,276,0,0,0,0,0,,0,1017,21612955,1780945794322549,1780945794500682,1780945804491050,277,ok,,length
226,critical,,critical,0,,0,,0,true,1154,255,0,0,0,0,0,,0,1195,22489212,1780945795198144,1780945795308900,1780945804639382,256,ok,,length
224,critical,,critical,0,,0,,0,true,906,268,0,0,0,0,0,,0,923,22188065,1780945794897140,1780945795028783,1780945804703208,269,ok,,length
215,sheddable,,sheddable,6,,0,,0,true,760,296,0,0,0,0,0,,0,762,21262377,1780945793971915,1780945794056777,1780945804725273,297,ok,,length
204,critical,,critical,0,,0,,0,true,865,335,0,0,0,0,0,,0,847,19935848,1780945792645643,1780945792819398,1780945804746866,336,ok,,length
241,sheddable,,sheddable,6,,0,,0,true,567,209,0,0,0,0,0,,0,573,24011480,1780945796720316,1780945797050970,1780945804768439,210,ok,,length
227,critical,,critical,0,,0,,0,true,775,267,0,0,0,0,0,,0,782,22577315,1780945795286534,1780945795380794,1780945805036179,268,ok,,length
248,sheddable,,sheddable,6,,0,,0,true,1074,215,0,0,0,0,0,,0,1064,24425332,1780945797134416,1780945797254204,1780945805074243,216,ok,,length
231,critical,,critical,0,,0,,0,true,549,246,0,0,0,0,0,,0,564,23309794,1780945796018986,1780945796125657,1780945805188951,247,ok,,length
255,critical,,critical,0,,0,,0,true,1093,205,0,0,0,0,0,,0,1100,24991523,1780945797700705,1780945798037487,1780945805470201,206,ok,,length
232,sheddable,,sheddable,6,,0,,0,true,524,257,0,0,0,0,0,,0,529,23399731,1780945796108567,1780945796181619,1780945805533456,258,ok,,length
210,critical,,critical,0,,0,,0,true,639,344,0,0,0,0,0,,0,669,20644656,1780945793353766,1780945793461961,1780945805534111,345,ok,,length
219,critical,,critical,0,,0,,0,true,1623,319,0,0,0,0,0,,0,1629,21579058,1780945794287868,1780945794421676,1780945805555094,320,ok,,length
216,sheddable,,sheddable,6,,0,,0,true,1170,327,0,0,0,0,0,,0,1153,21290311,1780945794000060,1780945794125252,1780945805595358,328,ok,,length
228,critical,,critical,0,,0,,0,true,1464,278,0,0,0,0,0,,0,1475,22883927,1780945795593679,1780945795719811,1780945805773715,279,ok,,length
244,critical,,critical,0,,0,,0,true,513,244,0,0,0,0,0,,0,507,24164625,1780945796874245,1780945797122422,1780945805946622,245,ok,,length
225,sheddable,,sheddable,6,,0,,0,true,706,301,0,0,0,0,0,,0,689,22374917,1780945795084070,1780945795177344,1780945805948092,302,ok,,length
